detection_id,capsule_id,capsule_path,discipline,risk,line_no,section,section_class,category,tier,critical_category,in_sweep_denominator,capsule_has_registered_claims,linked_claim_ids,link_basis,resolved,source,text
e2e5fdd06712d1e5,capsule:casos_clinicos:abordagem_a_dispneia,capsules/CASOS_CLINICOS/abordagem_a_dispneia.md,CASOS_CLINICOS,high,82,mini-casos ativos,pedagogic_meta,sequencia_terapeutica,weak,True,False,False,,,False,single_line,"Paciente de 68 anos, cardiopata, dispneico há 3 dias, com sibilos difusos à ausculta, edema de MMII e ortopneia → variável decisiva: sibilos em paciente com história cardíaca positiva e sinais congestivos apontam para IC descompensada (""asma cardíaca""), não asma — pedir ECG/BNP/RX antes de broncodilatador isolado."
076d19c7723db422,capsule:casos_clinicos:abordagem_a_dispneia,capsules/CASOS_CLINICOS/abordagem_a_dispneia.md,CASOS_CLINICOS,high,86,mini-casos ativos,pedagogic_meta,emergencia_sinal_alarme,strong,True,False,False,,,False,single_line,"Paciente jovem, sem comorbidades, com dispneia leve recorrente associada a ansiedade situacional, sem fatores de risco para TEP ou doença cardiopulmonar na história → variável decisiva: ausência de sinais de alarme e de fatores de risco orgânicos permite investigar TAG como hipótese, mas só depois de descartar ativamente causa orgânica pela história."
4cf03de9dc702bcd,capsule:casos_clinicos:abordagem_a_dispneia,capsules/CASOS_CLINICOS/abordagem_a_dispneia.md,CASOS_CLINICOS,high,94,cards minimos,assertive_clinical,sequencia_terapeutica,weak,True,False,False,,,False,single_line,"| Sibilos em idoso cardiopata | Pensar em ""asma cardíaca"" antes de asma primária | pegadinha |"
a56285f3b6fcee9f,capsule:casos_clinicos:abordagem_a_dispneia,capsules/CASOS_CLINICOS/abordagem_a_dispneia.md,CASOS_CLINICOS,high,101,revisao,assertive_clinical,sequencia_terapeutica,weak,True,False,False,,,False,single_line,"- Revisar quando: antes de qualquer caso clínico que abra com ""dispneia"" como queixa principal, especialmente se a vinheta tiver história cardíaca, uso de ACO/imobilização, ou febre — são as três bifurcações que decidem o caminho diagnóstico."
5a9080944e1311f0,capsule:casos_clinicos:abordagem_diarreia_aguda_cronica,capsules/CASOS_CLINICOS/abordagem_diarreia_aguda_cronica.md,CASOS_CLINICOS,high,13,metadados,provenance,algoritmo_dependente_diretriz,strong,False,False,False,,,False,single_line,"- Fontes usadas: Casos_Cli_nicos_P7_1__4f3f459b20 (B, ESCANEADA — caso Paula, 25a, diarreia gordurosa 7 semanas, deck ""Casos Clínicos P7"", pp. 4–6); Abordagem_a_s_diarreias__41fb86fd8c (B, MISTA mas com texto nativo extraível — deck ""Abordagem às diarreias"", Casos Clínicos P7, Carla Fernandes, caso TPS 17a com diarreia disenteriforme + classificação DII/SII/colite pseudomembranosa/doença celíaca); CASOS_CL_NICOS_RESUMO__249c11a613 (B, NATIVA — seções Diarreia Aguda e Diarreia Crônica); manejo_do_paciente_com_diarreia_avaliacao_do_estad_240912_14__d02d8d34b1 (B, NATIVA — protocolo de manejo/planos A-B-C de reidratação, fonte tipo Ministério da Saúde/AIDPI)"
258f2df18cef4c3f,capsule:casos_clinicos:abordagem_diarreia_aguda_cronica,capsules/CASOS_CLINICOS/abordagem_diarreia_aguda_cronica.md,CASOS_CLINICOS,high,13,metadados,provenance,cutoff_escore_estadiamento,weak,True,False,False,,,False,single_line,"- Fontes usadas: Casos_Cli_nicos_P7_1__4f3f459b20 (B, ESCANEADA — caso Paula, 25a, diarreia gordurosa 7 semanas, deck ""Casos Clínicos P7"", pp. 4–6); Abordagem_a_s_diarreias__41fb86fd8c (B, MISTA mas com texto nativo extraível — deck ""Abordagem às diarreias"", Casos Clínicos P7, Carla Fernandes, caso TPS 17a com diarreia disenteriforme + classificação DII/SII/colite pseudomembranosa/doença celíaca); CASOS_CL_NICOS_RESUMO__249c11a613 (B, NATIVA — seções Diarreia Aguda e Diarreia Crônica); manejo_do_paciente_com_diarreia_avaliacao_do_estad_240912_14__d02d8d34b1 (B, NATIVA — protocolo de manejo/planos A-B-C de reidratação, fonte tipo Ministério da Saúde/AIDPI)"
42c2fb22c9906f19,capsule:casos_clinicos:abordagem_diarreia_aguda_cronica,capsules/CASOS_CLINICOS/abordagem_diarreia_aguda_cronica.md,CASOS_CLINICOS,high,14,metadados,provenance,cutoff_escore_estadiamento,strong,True,False,False,,,False,single_line,"- Evidência de prova/devolutiva: sem devolutiva formal com gabarito comentado localizada para este tema específico nesta amostra; a evidência de cobrança vem do MAPA_OPERACAO_MOVIMENTO (bloco Integradas+Casos Clínicos), que registra como movimento de frequência alta ""premissa não checada / regra mal-aprendida sobre limiar numérico decisivo"" e cita PMN da PBE como exemplo do mesmo padrão de erro aplicado a exames de líquidos/fezes."
d52afeda7bde9f2b,capsule:casos_clinicos:abordagem_diarreia_aguda_cronica,capsules/CASOS_CLINICOS/abordagem_diarreia_aguda_cronica.md,CASOS_CLINICOS,high,15,metadados,provenance,algoritmo_dependente_diretriz,strong,False,False,False,,,False,single_line,"- Limitações da fonte: tem_camada_A=false — nenhuma fonte com confirmação de autoria docente do professor titular da disciplina; os dois decks ""Casos Clínicos P7"" citam autoria de aluno/apresentador de grupo (Carla Fernandes) e não do Dr. Nomário. O protocolo de reidratação (planos A/B/C) é de origem institucional (Ministério da Saúde/AIDPI), não específico de Casos Clínicos P7 — usado aqui como referência de conduta prática, rotulado A' por ser diretriz oficial, não conteúdo autoral da disciplina."
bc5d275b50e88b0c,capsule:casos_clinicos:abordagem_diarreia_aguda_cronica,capsules/CASOS_CLINICOS/abordagem_diarreia_aguda_cronica.md,CASOS_CLINICOS,high,20,como cai,pedagogic_meta,sequencia_terapeutica,weak,True,False,False,,,False,single_line,"Formato de Discussão de Casos Clínicos: caso de diarreia crônica é montado por um grupo e defendido perante a turma. A armadilha central nos dois casos-fonte é a mesma: o enunciado dá uma pista de ""diarreia gordurosa"" (que soa a esteatorreia clássica) mas o discriminador real está em outro lugar — no primeiro caso (Paula), sorologia negativa não excluiu doença celíaca e a biópsia fechou o diagnóstico; no segundo caso (TPS), diarreia com sangue e muco + artralgia + emagrecimento apontam DII, não parasitose (que já tinha sido tratada sem melhora). A pergunta de defesa típica é ""por que você não fechou o diagnóstico só pela sorologia/pelo tipo de fezes, e qual exame você pediu para confirmar antes de tratar?"""
d99e379a2b18e19a,capsule:casos_clinicos:abordagem_diarreia_aguda_cronica,capsules/CASOS_CLINICOS/abordagem_diarreia_aguda_cronica.md,CASOS_CLINICOS,high,24,conceito operacional minimo,assertive_clinical,afirmacao_absoluta,strong,False,False,False,,,False,single_line,"Diarreia = aumento de frequência/diminuição de consistência das fezes, massa >200g/dia. Classificação por duração: aguda <14 dias (quase sempre autolimitada, infecciosa), persistente 2-4 semanas, crônica >4 semanas (obriga investigação etiológica dirigida, raramente é só infecciosa). Diarreia crônica se subdivide por mecanismo: secretora, osmótica, esteatorreica (má absorção de lipídeos), inflamatória (DII), distúrbio de motilidade (hipertireoidismo, DM, SII) — a subdivisão por mecanismo é o que direciona os exames, não a ""gravidade"" percebida do quadro."
30c78009a79125c9,capsule:casos_clinicos:abordagem_diarreia_aguda_cronica,capsules/CASOS_CLINICOS/abordagem_diarreia_aguda_cronica.md,CASOS_CLINICOS,high,24,conceito operacional minimo,assertive_clinical,cutoff_escore_estadiamento,strong,True,True,False,,,False,single_line,"Diarreia = aumento de frequência/diminuição de consistência das fezes, massa >200g/dia. Classificação por duração: aguda <14 dias (quase sempre autolimitada, infecciosa), persistente 2-4 semanas, crônica >4 semanas (obriga investigação etiológica dirigida, raramente é só infecciosa). Diarreia crônica se subdivide por mecanismo: secretora, osmótica, esteatorreica (má absorção de lipídeos), inflamatória (DII), distúrbio de motilidade (hipertireoidismo, DM, SII) — a subdivisão por mecanismo é o que direciona os exames, não a ""gravidade"" percebida do quadro."
f47345596f60a712,capsule:casos_clinicos:abordagem_diarreia_aguda_cronica,capsules/CASOS_CLINICOS/abordagem_diarreia_aguda_cronica.md,CASOS_CLINICOS,high,24,conceito operacional minimo,assertive_clinical,dose_via_intervalo,strong,True,True,False,,,False,single_line,"Diarreia = aumento de frequência/diminuição de consistência das fezes, massa >200g/dia. Classificação por duração: aguda <14 dias (quase sempre autolimitada, infecciosa), persistente 2-4 semanas, crônica >4 semanas (obriga investigação etiológica dirigida, raramente é só infecciosa). Diarreia crônica se subdivide por mecanismo: secretora, osmótica, esteatorreica (má absorção de lipídeos), inflamatória (DII), distúrbio de motilidade (hipertireoidismo, DM, SII) — a subdivisão por mecanismo é o que direciona os exames, não a ""gravidade"" percebida do quadro."
a116eb32131bbc21,capsule:casos_clinicos:abordagem_diarreia_aguda_cronica,capsules/CASOS_CLINICOS/abordagem_diarreia_aguda_cronica.md,CASOS_CLINICOS,high,24,conceito operacional minimo,assertive_clinical,janela_temporal,strong,True,True,False,,,False,single_line,"Diarreia = aumento de frequência/diminuição de consistência das fezes, massa >200g/dia. Classificação por duração: aguda <14 dias (quase sempre autolimitada, infecciosa), persistente 2-4 semanas, crônica >4 semanas (obriga investigação etiológica dirigida, raramente é só infecciosa). Diarreia crônica se subdivide por mecanismo: secretora, osmótica, esteatorreica (má absorção de lipídeos), inflamatória (DII), distúrbio de motilidade (hipertireoidismo, DM, SII) — a subdivisão por mecanismo é o que direciona os exames, não a ""gravidade"" percebida do quadro."
ef7af55a52c69cf0,capsule:casos_clinicos:abordagem_diarreia_aguda_cronica,capsules/CASOS_CLINICOS/abordagem_diarreia_aguda_cronica.md,CASOS_CLINICOS,high,28,pivo clinico,assertive_clinical,dose_via_intervalo,strong,True,True,False,,,False,single_line,"Sinais de alarme (idade de início após 50 anos, sangramento retal/melena, dor noturna ou diarreia que acorda o paciente, dor abdominal progressiva, perda de peso inexplicável/febre, anemia ferropriva, PCR/calprotectina elevadas, história familiar de DII/câncer colorretal) são o que decide investigar organicamente em vez de tratar como funcional — o professor sublinhou explicitamente esse ponto no slide (""Prof: disse que é importante""). Um segundo pivô, menos intuitivo: sorologia negativa (antigliadina, antiendomísio, antitransglutaminase) NÃO exclui doença celíaca — biópsia duodenal (atrofia de vilosidades + hiperplasia de criptas) é quem fecha o diagnóstico quando a suspeita clínica persiste."
7339cd6c49e13caf,capsule:casos_clinicos:abordagem_diarreia_aguda_cronica,capsules/CASOS_CLINICOS/abordagem_diarreia_aguda_cronica.md,CASOS_CLINICOS,high,28,pivo clinico,assertive_clinical,emergencia_sinal_alarme,strong,True,True,False,,,False,single_line,"Sinais de alarme (idade de início após 50 anos, sangramento retal/melena, dor noturna ou diarreia que acorda o paciente, dor abdominal progressiva, perda de peso inexplicável/febre, anemia ferropriva, PCR/calprotectina elevadas, história familiar de DII/câncer colorretal) são o que decide investigar organicamente em vez de tratar como funcional — o professor sublinhou explicitamente esse ponto no slide (""Prof: disse que é importante""). Um segundo pivô, menos intuitivo: sorologia negativa (antigliadina, antiendomísio, antitransglutaminase) NÃO exclui doença celíaca — biópsia duodenal (atrofia de vilosidades + hiperplasia de criptas) é quem fecha o diagnóstico quando a suspeita clínica persiste."
641d1f819c045c72,capsule:casos_clinicos:abordagem_diarreia_aguda_cronica,capsules/CASOS_CLINICOS/abordagem_diarreia_aguda_cronica.md,CASOS_CLINICOS,high,28,pivo clinico,assertive_clinical,sequencia_terapeutica,weak,True,False,False,,,False,single_line,"Sinais de alarme (idade de início após 50 anos, sangramento retal/melena, dor noturna ou diarreia que acorda o paciente, dor abdominal progressiva, perda de peso inexplicável/febre, anemia ferropriva, PCR/calprotectina elevadas, história familiar de DII/câncer colorretal) são o que decide investigar organicamente em vez de tratar como funcional — o professor sublinhou explicitamente esse ponto no slide (""Prof: disse que é importante""). Um segundo pivô, menos intuitivo: sorologia negativa (antigliadina, antiendomísio, antitransglutaminase) NÃO exclui doença celíaca — biópsia duodenal (atrofia de vilosidades + hiperplasia de criptas) é quem fecha o diagnóstico quando a suspeita clínica persiste."
abdc8391dc9fe5fe,capsule:casos_clinicos:abordagem_diarreia_aguda_cronica,capsules/CASOS_CLINICOS/abordagem_diarreia_aguda_cronica.md,CASOS_CLINICOS,high,32,palavras-ancora,assertive_clinical,cutoff_escore_estadiamento,strong,True,True,False,,,False,single_line,"Aguda <2 sem; persistente 2-4 sem; crônica >4 sem; secretora (cessa? não, com jejum); osmótica (cessa com jejum); esteatorreica (fezes gordurosas, má absorção lipídica); inflamatória (sangue/muco, calprotectina); distúrbio de motilidade (trânsito rápido); anticorpo negativo não exclui doença celíaca; EDA+biópsia duodenal confirma; sinais de alarme = idade>50, sangue, dor noturna, perda de peso, febre, anemia, PCR/calprotectina altas, história familiar."
342c24cc84ec517c,capsule:casos_clinicos:abordagem_diarreia_aguda_cronica,capsules/CASOS_CLINICOS/abordagem_diarreia_aguda_cronica.md,CASOS_CLINICOS,high,32,palavras-ancora,assertive_clinical,emergencia_sinal_alarme,strong,True,True,False,,,False,single_line,"Aguda <2 sem; persistente 2-4 sem; crônica >4 sem; secretora (cessa? não, com jejum); osmótica (cessa com jejum); esteatorreica (fezes gordurosas, má absorção lipídica); inflamatória (sangue/muco, calprotectina); distúrbio de motilidade (trânsito rápido); anticorpo negativo não exclui doença celíaca; EDA+biópsia duodenal confirma; sinais de alarme = idade>50, sangue, dor noturna, perda de peso, febre, anemia, PCR/calprotectina altas, história familiar."
300836fe73d36b51,capsule:casos_clinicos:abordagem_diarreia_aguda_cronica,capsules/CASOS_CLINICOS/abordagem_diarreia_aguda_cronica.md,CASOS_CLINICOS,high,32,palavras-ancora,assertive_clinical,janela_temporal,strong,True,True,False,,,False,single_line,"Aguda <2 sem; persistente 2-4 sem; crônica >4 sem; secretora (cessa? não, com jejum); osmótica (cessa com jejum); esteatorreica (fezes gordurosas, má absorção lipídica); inflamatória (sangue/muco, calprotectina); distúrbio de motilidade (trânsito rápido); anticorpo negativo não exclui doença celíaca; EDA+biópsia duodenal confirma; sinais de alarme = idade>50, sangue, dor noturna, perda de peso, febre, anemia, PCR/calprotectina altas, história familiar."
443959f21b3d8cca,capsule:casos_clinicos:abordagem_diarreia_aguda_cronica,capsules/CASOS_CLINICOS/abordagem_diarreia_aguda_cronica.md,CASOS_CLINICOS,high,40,operacao x movimento,pedagogic_meta,afirmacao_absoluta,strong,False,False,False,,,False,single_line,"| reconhecer diagnóstico | sinais de alarme (idade>50, sangue, dor noturna, perda de peso/febre, anemia, PCR/calprotectina alta, história familiar de DII/CCR) que obrigam investigação orgânica antes de rotular como funcional/SII | sinal-achado | operacional | narrativa acima do discriminador — aceitar ""dor abdominal crônica com alteração de hábito intestinal"" como SII sem checar sinais de alarme | checklist obrigatório de sinais de alarme antes de aceitar diagnóstico funcional em qualquer diarreia crônica |"
80b528f65fd500e1,capsule:casos_clinicos:abordagem_diarreia_aguda_cronica,capsules/CASOS_CLINICOS/abordagem_diarreia_aguda_cronica.md,CASOS_CLINICOS,high,40,operacao x movimento,pedagogic_meta,cutoff_escore_estadiamento,strong,True,False,False,,,False,single_line,"| reconhecer diagnóstico | sinais de alarme (idade>50, sangue, dor noturna, perda de peso/febre, anemia, PCR/calprotectina alta, história familiar de DII/CCR) que obrigam investigação orgânica antes de rotular como funcional/SII | sinal-achado | operacional | narrativa acima do discriminador — aceitar ""dor abdominal crônica com alteração de hábito intestinal"" como SII sem checar sinais de alarme | checklist obrigatório de sinais de alarme antes de aceitar diagnóstico funcional em qualquer diarreia crônica |"
bcbc71641e29e96a,capsule:casos_clinicos:abordagem_diarreia_aguda_cronica,capsules/CASOS_CLINICOS/abordagem_diarreia_aguda_cronica.md,CASOS_CLINICOS,high,40,operacao x movimento,pedagogic_meta,emergencia_sinal_alarme,strong,True,False,False,,,False,single_line,"| reconhecer diagnóstico | sinais de alarme (idade>50, sangue, dor noturna, perda de peso/febre, anemia, PCR/calprotectina alta, história familiar de DII/CCR) que obrigam investigação orgânica antes de rotular como funcional/SII | sinal-achado | operacional | narrativa acima do discriminador — aceitar ""dor abdominal crônica com alteração de hábito intestinal"" como SII sem checar sinais de alarme | checklist obrigatório de sinais de alarme antes de aceitar diagnóstico funcional em qualquer diarreia crônica |"
6188dfe88ae64073,capsule:casos_clinicos:abordagem_diarreia_aguda_cronica,capsules/CASOS_CLINICOS/abordagem_diarreia_aguda_cronica.md,CASOS_CLINICOS,high,40,operacao x movimento,pedagogic_meta,sequencia_terapeutica,weak,True,False,False,,,False,single_line,"| reconhecer diagnóstico | sinais de alarme (idade>50, sangue, dor noturna, perda de peso/febre, anemia, PCR/calprotectina alta, história familiar de DII/CCR) que obrigam investigação orgânica antes de rotular como funcional/SII | sinal-achado | operacional | narrativa acima do discriminador — aceitar ""dor abdominal crônica com alteração de hábito intestinal"" como SII sem checar sinais de alarme | checklist obrigatório de sinais de alarme antes de aceitar diagnóstico funcional em qualquer diarreia crônica |"
8c768fe0ccbae8b2,capsule:casos_clinicos:abordagem_diarreia_aguda_cronica,capsules/CASOS_CLINICOS/abordagem_diarreia_aguda_cronica.md,CASOS_CLINICOS,high,41,operacao x movimento,pedagogic_meta,sequencia_terapeutica,weak,True,False,False,,,False,single_line,"| conduta inicial | planos A/B/C de reidratação conforme sinais objetivos de desidratação (não pela impressão geral de gravidade) | sequência | operacional | pivô perdido — decidir o plano pela ""aparência"" do paciente em vez de contar sinais objetivos (olhos fundos, sinal da prega, pulso, sede) segundo o quadro protocolar | treino de contagem explícita de sinais positivos do quadro de hidratação antes de escolher o plano |"
382e22011e0bd4fc,capsule:casos_clinicos:abordagem_diarreia_aguda_cronica,capsules/CASOS_CLINICOS/abordagem_diarreia_aguda_cronica.md,CASOS_CLINICOS,high,42,operacao x movimento,pedagogic_meta,contraindicacao_interacao,strong,True,False,False,,,False,single_line,"| reconhecer contraindicação | antibioticoterapia empírica na diarreia aguda só se sangue nas fezes + comprometimento sistêmico/febre alta/tenesmo — não é rotina | contraindicacao | operacional | superextrapolação — prescrever ATB empírico em toda diarreia aguda ""para acelerar a resolução"" | script fixo: diarreia aguda = tratamento sintomático + hidratação, salvo critérios objetivos de gravidade que autorizam ATB |"
b4ddfea32a501c66,capsule:casos_clinicos:abordagem_diarreia_aguda_cronica,capsules/CASOS_CLINICOS/abordagem_diarreia_aguda_cronica.md,CASOS_CLINICOS,high,48,dados de precisao,assertive_clinical,cutoff_escore_estadiamento,strong,True,True,False,,,False,single_line,"| Definição de diarreia | frequência aumentada ou fezes amolecidas, massa >200g/dia | CASOS_CLINICOS_RESUMO; Casos_Clinicos_P7_1 p.5; Abordagem_a_s_diarreias p.1 | CONFIRMADO |"
acf03dcdcb9f7a2f,capsule:casos_clinicos:abordagem_diarreia_aguda_cronica,capsules/CASOS_CLINICOS/abordagem_diarreia_aguda_cronica.md,CASOS_CLINICOS,high,48,dados de precisao,assertive_clinical,dose_via_intervalo,strong,True,True,False,,,False,single_line,"| Definição de diarreia | frequência aumentada ou fezes amolecidas, massa >200g/dia | CASOS_CLINICOS_RESUMO; Casos_Clinicos_P7_1 p.5; Abordagem_a_s_diarreias p.1 | CONFIRMADO |"
f1544475825d0330,capsule:casos_clinicos:abordagem_diarreia_aguda_cronica,capsules/CASOS_CLINICOS/abordagem_diarreia_aguda_cronica.md,CASOS_CLINICOS,high,49,dados de precisao,assertive_clinical,cutoff_escore_estadiamento,strong,True,True,False,,,False,single_line,| Diarreia aguda | duração <14 dias | CASOS_CLINICOS_RESUMO; Casos_Clinicos_P7_1 p.5 | CONFIRMADO |
d8c56227d1e55eed,capsule:casos_clinicos:abordagem_diarreia_aguda_cronica,capsules/CASOS_CLINICOS/abordagem_diarreia_aguda_cronica.md,CASOS_CLINICOS,high,50,dados de precisao,assertive_clinical,janela_temporal,strong,True,True,False,,,False,single_line,| Diarreia persistente | 2 a 4 semanas | Casos_Clinicos_P7_1 p.5 | CONFIRMADO |
dc24e05609477986,capsule:casos_clinicos:abordagem_diarreia_aguda_cronica,capsules/CASOS_CLINICOS/abordagem_diarreia_aguda_cronica.md,CASOS_CLINICOS,high,51,dados de precisao,assertive_clinical,cutoff_escore_estadiamento,strong,True,True,False,,,False,single_line,"| Diarreia crônica | >4 semanas (Abordagem às diarreias usa >30 dias) | Casos_Clinicos_P7_1 p.5; Abordagem_a_s_diarreias p.1 | CORRIGIDO — pequena divergência entre fontes (>4 semanas vs >30 dias); ambas equivalem a ~1 mês, sem contradição prática |"
f030c13644855d08,capsule:casos_clinicos:abordagem_diarreia_aguda_cronica,capsules/CASOS_CLINICOS/abordagem_diarreia_aguda_cronica.md,CASOS_CLINICOS,high,58,dados de precisao,assertive_clinical,cutoff_escore_estadiamento,strong,True,True,False,,,False,single_line,| Sinais de alarme em diarreia crônica | idade de início >50 anos; sangramento retal/melena; dor noturna ou que acorda o paciente; dor abdominal progressiva; perda de peso inexplicável/febre; anemia ferropriva; PCR ou calprotectina fecal elevadas; história familiar de DII ou câncer colorretal | Casos_Clinicos_P7_1 p.6 | CONFIRMADO |
f79892e2f487ed0e,capsule:casos_clinicos:abordagem_diarreia_aguda_cronica,capsules/CASOS_CLINICOS/abordagem_diarreia_aguda_cronica.md,CASOS_CLINICOS,high,58,dados de precisao,assertive_clinical,dose_via_intervalo,strong,True,True,False,,,False,single_line,| Sinais de alarme em diarreia crônica | idade de início >50 anos; sangramento retal/melena; dor noturna ou que acorda o paciente; dor abdominal progressiva; perda de peso inexplicável/febre; anemia ferropriva; PCR ou calprotectina fecal elevadas; história familiar de DII ou câncer colorretal | Casos_Clinicos_P7_1 p.6 | CONFIRMADO |
